"Balanszijde","Instrument","Stroomtype","LooptijdOorspronkelijk","RenteVastPeriode","Periode ","waarde"
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2008-03",5.22
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2008-04",5.37
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2008-05",5.35
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2008-06",5.31
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2008-07",5.55
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2008-08",5.51
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2008-09",5.54
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2008-10",5.63
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2008-11",4.83
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2008-12",4.32
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2009-01",3.52
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2009-02",3.61
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2009-03",3.6
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2009-04",3.17
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2009-05",2.9
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2009-06",2.86
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2009-07",2.73
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2009-08",2.71
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2009-09",2.9
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2009-10",2.64
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2009-11",2.7
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2009-12",3.11
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2010-01",2.55
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2010-02",3.07
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2010-03",2.86
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2010-04",2.71
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2010-05",3.09
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2010-06",2.72
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2010-07",2.76
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2010-08",2.76
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2010-09",2.91
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2010-10",2.98
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2010-11",2.58
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2010-12",2.52
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2011-01",2.48
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2011-02",2.57
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2011-03",2.79
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2011-04",2.75
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2011-05",2.94
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2011-06",2.84
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2011-07",3.18
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2011-08",3.01
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2011-09",2.82
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2011-10",2.89
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2011-11",3.06
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2011-12",3.07
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2012-01",2.93
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2012-02",3.1
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2012-03",2.96
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2012-04",2.6
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2012-05",2.7
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2012-06",2.41
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2012-07",2.54
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2012-08",2.01
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2012-09",2.18
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2012-10",2.14
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2012-11",2
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2012-12",2.1
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2013-01",2.09
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2013-02",1.98
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2013-03",2.2
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2013-04",2.27
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2013-05",2.12
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2013-06",2.12
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2013-07",2.26
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2013-08",2.23
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2013-09",2.43
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2013-10",2.47
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2013-11",2.21
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2013-12",2.76
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2014-01",2.44
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2014-02",2.16
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2014-03",2.54
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2014-04",2.31
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2014-05",2.36
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2014-06",2.03
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2014-07",2.21
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2014-08",2.12
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2014-09",2.43
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2014-10",2.4
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2014-11",2.37
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2014-12",2.44
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2015-01",2.16
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2015-02",2.46
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2015-03",2.41
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2015-04",2.45
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2015-05",2.31
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2015-06",1.99
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2015-07",2.43
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2015-08",2.24
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2015-09",2.06
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2015-10",2.64
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2015-11",2.33
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2015-12",2.33
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2016-01",2.42
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2016-02",2.62
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2016-03",2.44
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2016-04",2.4
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2016-05",2.48
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2016-06",2.06
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2016-07",2.29
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2016-08",2.27
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2016-09",2.27
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2016-10",2.29
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2016-11",2.29
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2016-12",2.26
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2017-01",2.24
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2017-02",2.32
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2017-03",2.29
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2017-04",2.15
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2017-05",2.15
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2017-06",2.31
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2017-07",2
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2017-08",1.67
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2017-09",2.08
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2017-10",2
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2017-11",2
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2017-12",2.02
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2018-01",2.16
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2018-02",2.24
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2018-03",2.36
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2018-04",2.26
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2018-05",2.44
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2018-06",2.43
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2018-07",2.33
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2018-08",2.37
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2018-09",2.06
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2018-10",2.26
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2018-11",2.37
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2018-12",2.29
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2019-01",2
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2019-02",2.37
