"Balanszijde","Instrument","Stroomtype","LooptijdOorspronkelijk","RenteVastPeriode","Periode ","waarde"
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2010-01",2.86
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2010-02",3.31
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2010-03",3.23
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2010-04",3.01
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2010-05",3.43
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2010-06",3.1
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2010-07",3.05
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2010-08",3.08
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2010-09",3.2
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2010-10",3.17
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2010-11",2.87
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2010-12",2.83
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2011-01",2.85
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2011-02",2.78
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2011-03",3.1
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2011-04",3.15
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2011-05",3.41
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2011-06",3.1
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2011-07",3.35
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2011-08",3.28
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2011-09",3.13
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2011-10",3.22
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2011-11",3.48
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2011-12",3.33
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2012-01",3.34
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2012-02",3.4
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2012-03",3.34
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2012-04",2.94
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2012-05",3.05
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2012-06",2.78
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2012-07",2.8
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2012-08",2.43
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2012-09",2.54
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2012-10",2.56
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2012-11",2.4
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2012-12",2.6
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2013-01",2.61
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2013-02",2.52
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2013-03",2.77
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2013-04",2.79
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2013-05",2.76
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2013-06",2.76
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2013-07",2.75
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2013-08",2.86
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2013-09",3.08
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2013-10",3.15
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2013-11",2.86
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2013-12",3.13
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2014-01",2.98
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2014-02",2.72
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2014-03",3.15
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2014-04",2.82
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2014-05",2.86
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2014-06",2.69
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2014-07",2.65
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2014-08",2.7
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2014-09",2.9
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2014-10",2.98
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2014-11",3.09
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2014-12",2.96
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2015-01",2.83
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2015-02",2.99
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2015-03",3.1
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2015-04",2.91
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2015-05",2.72
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2015-06",2.69
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2015-07",2.92
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2015-08",2.79
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2015-09",2.78
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2015-10",3.11
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2015-11",2.82
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2015-12",2.95
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2016-01",2.93
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2016-02",3.21
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2016-03",3.12
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2016-04",2.79
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2016-05",3.1
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2016-06",2.84
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2016-07",2.78
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2016-08",2.91
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2016-09",2.94
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2016-10",2.81
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2016-11",2.88
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2016-12",2.84
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2017-01",2.76
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2017-02",3.22
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2017-03",3.24
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2017-04",3.2
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2017-05",3.28
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2017-06",3.32
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2017-07",2.94
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2017-08",3.19
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2017-09",3.22
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2017-10",2.98
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2017-11",3.29
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2017-12",3
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2018-01",2.94
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2018-02",3.38
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2018-03",3.55
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2018-04",3.21
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2018-05",3.45
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2018-06",3.56
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2018-07",3.2
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2018-08",3.66
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2018-09",3.12
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2018-10",3.21
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2018-11",3.4
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2018-12",3.36
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2019-01",3.24
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2019-02",3.62
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2019-03",3.79
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2019-04",3.41
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2019-05",3.53
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2019-06",3.4
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2019-07",3.07
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2019-08",3.38
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2019-09",3
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2019-10",2.96
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2019-11",3.27
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2019-12",2.83
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2020-01",2.68
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2020-02",2.91
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2020-03",2.33
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2020-04",2.24
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2020-05",2.2
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2020-06",2.27
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2020-07",2.33
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2020-08",2.39
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2020-09",2.49
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2020-10",2.36
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2020-11",2.25
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2020-12",2.31
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2021-01",2.06
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2021-02",2.25
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2021-03",2.1
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2021-04",2.22
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2021-05",2.19
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2021-06",2.03
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2021-07",2.24
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2021-08",2.31
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2021-09",2.22
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2021-10",2.19
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2021-11",2.11
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2021-12",1.98
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2022-01",2.58
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2022-02",2.72
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2022-03",2.72
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2022-04",3.02
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2022-05",3.22
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2022-06",3.17
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2022-07",3.29
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2022-08",3.68
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2022-09",4.01
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2022-10",4.29
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2022-11",4.5
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2022-12",4.51
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2023-01",4.75
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2023-02",5.37
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2023-03",5.38
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2023-04",5.66
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2023-05",5.74
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2023-06",6
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2023-07",5.93
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Totaal ","2023-08",5.95
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2003-01",4.3
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2003-02",4.08
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2003-03",4.15
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2003-04",4.4
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2003-05",4.41
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2003-06",4.21
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2003-07",3.88
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2003-08",3.85
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2003-09",3.65
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2003-10",4.01
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2003-11",3.85
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2003-12",3.83
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2004-01",3.41
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2004-02",3.76
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2004-03",3.77
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2004-04",3.75
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2004-05",3.64
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2004-06",3.86
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2004-07",3.81
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2004-08",3.89
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2004-09",3.88
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2004-10",3.87
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2004-11",4
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2004-12",3.74
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2005-01",3.82
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2005-02",3.82
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2005-03",3.81
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2005-04",3.84
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2005-05",3.69
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2005-06",3.76
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2005-07",3.8
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2005-08",3.57
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2005-09",3.43
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2005-10",3.23
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2005-11",3.59
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2005-12",3.77
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2006-01",3.73
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2006-02",3.91
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2006-03",4.17
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2006-04",4.15
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2006-05",4.23
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2006-06",4.33
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2006-07",4.52
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2006-08",4.49
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2006-09",4.56
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2006-10",4.67
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2006-11",4.68
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2006-12",5.06
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2007-01",4.83
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2007-02",4.89
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2007-03",4.84
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2007-04",5.08
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2007-05",5.15
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2007-06",5.21
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2007-07",5.65
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2007-08",5.51
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2007-09",5.51
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2007-10",5.4
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2007-11",5.26
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2007-12",5.53
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2008-01",5.19
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar ","2008-02",5.11
